title,wikidataURL,ISSN-L,IPNIpubID,ZooBankPubID,openAlexID,dissolvedYear,dissolved,source
Stapfia,http://www.wikidata.org/entity/Q26250611,0252-192X,2949-2,,,,,IPNI or ZooBank ID
Kongl. Vetenskaps Academiens Nya Handlingar,http://www.wikidata.org/entity/Q5960429,,1288-2,,,,,IPNI or ZooBank ID
Kongliga Svenska Vetenskaps Academiens Handlingar,http://www.wikidata.org/entity/Q5960432,,1290-2,,,,,IPNI or ZooBank ID
Archivos de Botânica do São Paulo,http://www.wikidata.org/entity/Q5557449,,532-2,,,,,IPNI or ZooBank ID
Trabajos del Museo Comercial de Venezuela,http://www.wikidata.org/entity/Q6151361,,1082-2,,,,,IPNI or ZooBank ID
Berlinisches Magazin,http://www.wikidata.org/entity/Q13548531,1860-7586,9543-2,,,,,IPNI or ZooBank ID
Berlinisches Magazin,http://www.wikidata.org/entity/Q13548531,1860-7586,9543-2,,,,,IPNI or ZooBank ID
Botanical Magazine,http://www.wikidata.org/entity/Q13548534,0006-808X,555-2,,S4306552816,1992,True,IPNI or ZooBank ID
Acta Physico-Medica Academiae Caesareae Leopoldino-Carolinae Naturae Curiosorum,http://www.wikidata.org/entity/Q13548519,,13495-2,,,,,IPNI or ZooBank ID
Bryologische Zeitschrift,http://www.wikidata.org/entity/Q13548536,,3889-2,,,,,IPNI or ZooBank ID
"Birmingham Botanic Garden, or Midland Floral Magazine",http://www.wikidata.org/entity/Q13548533,,2506-2,,,,,IPNI or ZooBank ID
Abhandlungen der Geologischen Bundesanstalt,http://www.wikidata.org/entity/Q13548386,,6710-2,,,,,IPNI or ZooBank ID
Abhandlungen der Kaiserlich-königlichen Geologischen Reichanstalt,http://www.wikidata.org/entity/Q13548387,,6709-2,,,,,IPNI or ZooBank ID
Botanical Magazine,http://www.wikidata.org/entity/Q13548534,0006-808X,555-2,,S4210237421,1992,True,IPNI or ZooBank ID
The Cactus Journal,http://www.wikidata.org/entity/Q13548540,0950-7949,3347-2,,,,,IPNI or ZooBank ID
"Akademie der Wissenschaften in Wien, Sitzungsberichte, Mathematisch-naturwissenschaftliche Klasse, Abteilung 1",http://www.wikidata.org/entity/Q13548521,,3314-2,,,,,IPNI or ZooBank ID
Canadian Record of Natural History and Geology,http://www.wikidata.org/entity/Q13548542,,18826-2,,,,,IPNI or ZooBank ID
Bulletin of the Bromeliad Society,http://www.wikidata.org/entity/Q13548537,,5109-2,,,,,IPNI or ZooBank ID
Contributions from the Biological Laboratory of the Science Society of China,http://www.wikidata.org/entity/Q13548545,,11242-2,,,,,IPNI or ZooBank ID
"Contribuciones Ocasionales del Museo de Historia Natural del Colegio ""De La Salle""",http://www.wikidata.org/entity/Q13548544,,897-2,,,,,IPNI or ZooBank ID
"Excelsa, Taxonomic Series",http://www.wikidata.org/entity/Q13548548,,2123-2,,,,,IPNI or ZooBank ID
Flora and Sylva,http://www.wikidata.org/entity/Q13548549,,18743-2,,,,,IPNI or ZooBank ID
Index Seminum in horto academico Halensi,http://www.wikidata.org/entity/Q13548557,,20008387-2,,,,,IPNI or ZooBank ID
Acta Botanica Neerlandica,http://www.wikidata.org/entity/Q13548518,0044-5983,1640-2,,S4210197340,1998,True,IPNI or ZooBank ID
Acta Botanica Neerlandica,http://www.wikidata.org/entity/Q13548518,0044-5983,1640-2,,S4210197340,1998,True,IPNI or ZooBank ID
Berlinisches Jahrbuch fur die Pharmacie und fur die Damit Verbundenen Wissenschaften,http://www.wikidata.org/entity/Q5648248,0366-0834,8988-2,,,,,IPNI or ZooBank ID
The Cactus Journal,http://www.wikidata.org/entity/Q13548540,0950-7949,3347-2,,,,,IPNI or ZooBank ID
Annalen des Wiener Museums der Naturgeschichte,http://www.wikidata.org/entity/Q13548524,,844-2,,,1840,True,IPNI or ZooBank ID
Folia Malaysiana,http://www.wikidata.org/entity/Q5642052,1511-8916,18990-2,,,,,IPNI or ZooBank ID
Abhandlungen aus dem Gebiete der Naturwissenschaften,http://www.wikidata.org/entity/Q13548385,0933-9337,1608-2,,,1931,True,IPNI or ZooBank ID
Anales del Museo de Historia Natural de Montevideo,http://www.wikidata.org/entity/Q13548522,,1349-2,,,,,IPNI or ZooBank ID
Feddes Repertorium,http://www.wikidata.org/entity/Q5643138,0014-8962,914-2,,S119469123,,,IPNI or ZooBank ID
Feddes Repertorium,http://www.wikidata.org/entity/Q5643138,0014-8962,914-2,,S119469123,,,IPNI or ZooBank ID
Bulletin of the Torrey Botanical Club,http://www.wikidata.org/entity/Q13548538,0040-9618,586-2,,S2764827549,1996,True,IPNI or ZooBank ID
Berlinisches Jahrbuch fur die Pharmacie und fur die Damit Verbundenen Wissenschaften,http://www.wikidata.org/entity/Q5648248,0366-0834,8988-2,,,,,IPNI or ZooBank ID
Botanical Magazine,http://www.wikidata.org/entity/Q13548534,0006-808X,555-2,,S4306552816,1992,True,IPNI or ZooBank ID
Israel Journal of Botany,http://www.wikidata.org/entity/Q13548559,0021-213X,2383-2,,S2764719236,,,IPNI or ZooBank ID
Haussknechtia; Mitteilungen der Thuringischen Botanischen Gesellschaft,http://www.wikidata.org/entity/Q13548554,0233-2329,4478-2,,,,,IPNI or ZooBank ID
Gymnocalycium,http://www.wikidata.org/entity/Q13548552,1017-9178,16686-2,,,,,IPNI or ZooBank ID
Acta Botanica Neerlandica,http://www.wikidata.org/entity/Q13548518,0044-5983,1640-2,,S4210197340,1998,True,IPNI or ZooBank ID
Acta Botanica Neerlandica,http://www.wikidata.org/entity/Q13548518,0044-5983,1640-2,,S4210197340,1998,True,IPNI or ZooBank ID
Annals of Kirstenbosch Botanic Gardens,http://www.wikidata.org/entity/Q13548528,0258-3305,4627-2,,,,,IPNI or ZooBank ID
Journal of Agricultural Research,http://www.wikidata.org/entity/Q13548560,0095-9758,8084-2,,,1949,True,IPNI or ZooBank ID
Flore de la Nouvelle Calédonie et Dépendances,http://www.wikidata.org/entity/Q5641826,,2194-2,,,,,IPNI or ZooBank ID
Magyar Tudományos Akadémia Értesitöje,http://www.wikidata.org/entity/Q555107,0200-0601,8419-2,,,,,IPNI or ZooBank ID
Natuurkundig Tijdschrift voor Nederlandsch-Indië,http://www.wikidata.org/entity/Q5558641,,4799-2,,,1940,True,IPNI or ZooBank ID
Canadian Record of Science,http://www.wikidata.org/entity/Q13548543,0383-0373,589-2,,,1916,True,IPNI or ZooBank ID
Addisonia; Colored Illustrations and Popular Descriptions of Plants,http://www.wikidata.org/entity/Q13548520,0732-1678,1655-2,,,1964,True,IPNI or ZooBank ID
Botanicheskii Zhurnal SSSR,http://www.wikidata.org/entity/Q5558873,1815-7998,1560-2,,,1947,True,IPNI or ZooBank ID
Botanicheskii Zhurnal SSSR,http://www.wikidata.org/entity/Q5558873,1815-7998,1560-2,,,1947,True,IPNI or ZooBank ID
Journal of Bryology,http://www.wikidata.org/entity/Q13548561,0373-6687,2402-2,,S62820861,,,IPNI or ZooBank ID
"Floral Cabinet, and Magazine of Exotic Botany",http://www.wikidata.org/entity/Q13548550,,5578-2,,,1840,True,IPNI or ZooBank ID
Anales del Museo Nacional de Montevideo,http://www.wikidata.org/entity/Q13548523,,5008-2,,,1920,True,IPNI or ZooBank ID
Botanical Magazine,http://www.wikidata.org/entity/Q13548534,0006-808X,555-2,,S4210237421,1992,True,IPNI or ZooBank ID
Aloe,http://www.wikidata.org/entity/Q5577202,0002-6301,1698-2,,,,,IPNI or ZooBank ID
Englera,http://www.wikidata.org/entity/Q13548547,0170-4818,2104-2,,S4210171069,,,IPNI or ZooBank ID
Feddes Repertorium Specierum Novarum Regni Vegetabilis,http://www.wikidata.org/entity/Q5550932,0375-121X,915-2,,S4210203293,,,IPNI or ZooBank ID
Bulletin of the Torrey Botanical Club,http://www.wikidata.org/entity/Q13548538,0040-9618,586-2,,S2764827549,1996,True,IPNI or ZooBank ID
Journal of Heredity,http://www.wikidata.org/entity/Q6295280,0022-1503,8104-2,,S84833568,,,IPNI or ZooBank ID
New Names Grevillea,http://www.wikidata.org/entity/Q6041508,,20011991-1,,,,,IPNI or ZooBank ID
"Bollettino di studi ed informazioni, Reale. Giardino Coloniale di Palermo",http://www.wikidata.org/entity/Q6217317,,9013-2,,,,,IPNI or ZooBank ID
"Österreichische Akademie der Wissenschaften, Mathematisch-Naturwissenschaftliche Klasse. Anzeige",http://www.wikidata.org/entity/Q6174999,,10008-2,,,,,IPNI or ZooBank ID
Comunicaciones Botánicas del Museo de Historia Natural de Montevideo,http://www.wikidata.org/entity/Q5780453,0027-0121,2549-2,,,,,IPNI or ZooBank ID
Contributions from the Queensland Herbarium,http://www.wikidata.org/entity/Q5785349,2202-0802,898-2,,,,,IPNI or ZooBank ID
"Journal of Botany, British and Foreign",http://www.wikidata.org/entity/Q6294875,,678-2,,S961877104,1942,True,IPNI or ZooBank ID
Notizblatt des Königlichen botanischen Gartens und Museums zu Berlin,http://www.wikidata.org/entity/Q6045723,0258-1485,3558-2,,S4210208282,1918,True,IPNI or ZooBank ID
Nuovo Giornale Botanico Italiano,http://www.wikidata.org/entity/Q6047140,0369-6413,763-2,,,,,IPNI or ZooBank ID
Wochenschrift für Gärtnerei und Pflanzenkunde,http://www.wikidata.org/entity/Q6168115,2944-4489,1491-2,,,,,IPNI or ZooBank ID
Wochenschrift für Gärtnerei und Pflanzenkunde,http://www.wikidata.org/entity/Q6168115,2944-4489,1491-2,,,,,IPNI or ZooBank ID
Wiener botanische Zeitschrift,http://www.wikidata.org/entity/Q6167315,,4943-2,,,,,IPNI or ZooBank ID
Neue Schriften der naturforschenden Gesellschaft zu Halle,http://www.wikidata.org/entity/Q6041225,2944-6511,8814-2,,,,,IPNI or ZooBank ID
Neue Schriften der naturforschenden Gesellschaft zu Halle,http://www.wikidata.org/entity/Q6041225,2944-6511,8814-2,,,,,IPNI or ZooBank ID
Wageningen Agricultural University Papers,http://www.wikidata.org/entity/Q6166008,2210-2264,12527-2,,,,,IPNI or ZooBank ID
Wageningen Agricultural University Papers,http://www.wikidata.org/entity/Q6166008,2210-2264,12527-2,,,,,IPNI or ZooBank ID
Cuadernos de Ciencias Biológicas,http://www.wikidata.org/entity/Q5792906,0210-9638,17648-2,,,,,IPNI or ZooBank ID
Proceedings of the Royal Irish Academy,http://www.wikidata.org/entity/Q6087105,,5724-2,,,,,IPNI or ZooBank ID
Proceedings of the Royal Irish Academy,http://www.wikidata.org/entity/Q6087105,,5724-2,,,,,IPNI or ZooBank ID
Contributions from the Gray Herbarium of Harvard University,http://www.wikidata.org/entity/Q5785345,0195-6094,896-2,,S4220651151,1984,True,IPNI or ZooBank ID
Vierteljahrsschrift der Naturforschenden Gesellschaft in Zürich,http://www.wikidata.org/entity/Q6161872,0042-5672,1090-2,,,,,IPNI or ZooBank ID
Comunicaciones del Museo Nacional de Buenos Aires,http://www.wikidata.org/entity/Q5780462,,467-2,,,1925,True,IPNI or ZooBank ID
Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahlem,http://www.wikidata.org/entity/Q6045720,,1019-2,,,1943,True,IPNI or ZooBank ID
Proceedings of the Royal Horticultural Society of London,http://www.wikidata.org/entity/Q6087103,0483-4550,9599-2,,,1865,True,IPNI or ZooBank ID
Proceedings of the Royal Society of Victoria,http://www.wikidata.org/entity/Q6087112,,3666-2,,S4210194232,,,IPNI or ZooBank ID
Proceedings of the Royal Society of Edinburgh,http://www.wikidata.org/entity/Q6087108,,3665-2,,S4210220452,1940,True,IPNI or ZooBank ID
Proceedings of the Royal Society of Edinburgh,http://www.wikidata.org/entity/Q6087108,,3665-2,,S4210220452,1940,True,IPNI or ZooBank ID
Skrifter af Naturhistorie-Selskabet,http://www.wikidata.org/entity/Q5810456,1902-5416,4909-2,,,1810,True,IPNI or ZooBank ID
Journal of Heredity,http://www.wikidata.org/entity/Q6295280,0022-1503,8104-2,,S84833568,,,IPNI or ZooBank ID
Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening i Kjøbenhavn,http://www.wikidata.org/entity/Q6161728,,1089-2,,,1913,True,IPNI or ZooBank ID
Denkschriften der Kaiserlichen Akademie der Wissenschaften. Mathematisch-naturwissenschaftliche Klasse,http://www.wikidata.org/entity/Q5802718,0379-0207,3809-2,,S4210213169,1918,True,IPNI or ZooBank ID
"Notas del Museo de la Plata, Botánica",http://www.wikidata.org/entity/Q6045557,0372-4557,2459-2,,,,,IPNI or ZooBank ID
Nouvelles annales du Muséum d'histoire naturelle,http://www.wikidata.org/entity/Q6045833,1256-2610,4804-2,,,1835,True,IPNI or ZooBank ID
Nouveau Mémoires de la Société Impériale des Naturalistes de Moscou,http://www.wikidata.org/entity/Q6045827,1560-0440,3794-2,,,1940,True,IPNI or ZooBank ID
"Publications of the Field Columbian Museum, Botanical Series",http://www.wikidata.org/entity/Q6090663,0894-8364,1053-2,,,1909,True,IPNI or ZooBank ID
Verhandlungen des Botanischen Vereins der Provinz Brandenburg,http://www.wikidata.org/entity/Q6160598,0724-312X,823-2,,,1980,True,IPNI or ZooBank ID
Verhandlungen des Botanischen Vereins der Provinz Brandenburg,http://www.wikidata.org/entity/Q6160598,0724-312X,823-2,,,1980,True,IPNI or ZooBank ID
Novi Commentarii Academiae Scientiarum Imperialis Petropolitanae,http://www.wikidata.org/entity/Q6046009,2658-5065,7168-2,,,,,IPNI or ZooBank ID
Novi Commentarii Academiae Scientiarum Imperialis Petropolitanae,http://www.wikidata.org/entity/Q6046009,2658-5065,7168-2,,,,,IPNI or ZooBank ID
Wrightia; a Botanical Journal,http://www.wikidata.org/entity/Q6168362,0084-2648,1170-2,,,,,IPNI or ZooBank ID
"Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen. Series C, Biological and medical sciences",http://www.wikidata.org/entity/Q6087091,0023-3374,3175-2,,,,,IPNI or ZooBank ID
Contributions from the New South Wales National Herbarium,http://www.wikidata.org/entity/Q5785347,0077-8753,1107-2,,,,,IPNI or ZooBank ID
Compte Rendu de l'Association Francaise Pour l'Avancement des Sciences,http://www.wikidata.org/entity/Q5780218,2269-014X,6320-2,,,,,IPNI or ZooBank ID
Der Konigl. Akademie der Wissenschaften in Paris Physische Abhandlungen,http://www.wikidata.org/entity/Q5803336,,20001286-1,,,,,IPNI or ZooBank ID
"Publications of the Field Museum of Natural History, Botanical Series",http://www.wikidata.org/entity/Q6090665,0096-2759,1054-2,,,1947,True,IPNI or ZooBank ID
Contributions from the University of Michigan Herbarium,http://www.wikidata.org/entity/Q5785354,0091-1860,1151-2,,,,,IPNI or ZooBank ID
The Edinburgh new philosophical journal,http://www.wikidata.org/entity/Q5818507,,1435-2,,,1854,True,IPNI or ZooBank ID
Verhandlungen des Vereins zur Beförderung des Gartenbaues in den Königlich Preussischen Staaten,http://www.wikidata.org/entity/Q6160603,,8712-2,,,1859,True,IPNI or ZooBank ID
Compositae Newsletter,http://www.wikidata.org/entity/Q5780106,0284-8422,2017-2,,,,,IPNI or ZooBank ID
Contributions from the United States National Herbarium,http://www.wikidata.org/entity/Q5785352,0097-1618,605-2,,S4210199753,,,IPNI or ZooBank ID
Die Orchidee,http://www.wikidata.org/entity/Q5805804,0473-1425,2681-2,,,,,IPNI or ZooBank ID
Desert Plant Life,http://www.wikidata.org/entity/Q5804107,,8864-2,,,,,IPNI or ZooBank ID
Die Orchidee,http://www.wikidata.org/entity/Q5805804,0473-1425,2681-2,,,,,IPNI or ZooBank ID
Nova Acta Regiae Societatis Scientiarum Upsaliensis,http://www.wikidata.org/entity/Q6045855,0029-5000,1231-2,,,1967,True,IPNI or ZooBank ID
Webbia,http://www.wikidata.org/entity/Q6166655,0083-7792,826-2,,S4210229456,,,IPNI or ZooBank ID
Notas Botánicas a la Flora Española,http://www.wikidata.org/entity/Q6045546,,20000046-1,,,,,IPNI or ZooBank ID
Deutschland's kryptogamische Gewächse,http://www.wikidata.org/entity/Q5804710,,3187-2,,,,,IPNI or ZooBank ID
Dinteria,http://www.wikidata.org/entity/Q5807492,0012-3013,2076-2,,,,,IPNI or ZooBank ID
Proceedings of the American Academy of Arts and Sciences,http://www.wikidata.org/entity/Q6087076,0199-9818,775-2,,S4210180713,1958,True,IPNI or ZooBank ID
Proceedings of the Royal Horticultural Society of London,http://www.wikidata.org/entity/Q6087103,0483-4550,9599-2,,,1865,True,IPNI or ZooBank ID
Complements au Prodrome de la Flore Corse,http://www.wikidata.org/entity/Q5780031,,2263-2,,,,,IPNI or ZooBank ID
Notulae Systematicae,http://www.wikidata.org/entity/Q6045778,0374-9223,1020-2,,S4306521043,1960,True,IPNI or ZooBank ID
Conspectus Florae Turkestanicae,http://www.wikidata.org/entity/Q5784350,,20006649-2,,,,,IPNI or ZooBank ID
Contributions from the Dudley Herbarium,http://www.wikidata.org/entity/Q5785343,,895-2,,,,,IPNI or ZooBank ID
"Observations sur la Physique, sur L'Histoire Naturelle et sur les Arts",http://www.wikidata.org/entity/Q6048177,,8842-2,,,,,IPNI or ZooBank ID
Denkschriften der Königlich-Baierischen Botanischen Gesellschaft in Regensburg,http://www.wikidata.org/entity/Q5802720,,4189-2,,,,,IPNI or ZooBank ID
Neues Journal für die Botanik,http://www.wikidata.org/entity/Q6041229,2944-2788,3560-2,,,1810,True,IPNI or ZooBank ID
North American Flora,http://www.wikidata.org/entity/Q6045137,0078-1312,751-2,,,1990,True,IPNI or ZooBank ID
Webbia,http://www.wikidata.org/entity/Q6166655,0083-7792,826-2,,S4210229456,,,IPNI or ZooBank ID
Proceedings of the American Academy of Arts and Sciences,http://www.wikidata.org/entity/Q6087076,0199-9818,775-2,,S4210180713,1958,True,IPNI or ZooBank ID
Neues Journal für die Botanik,http://www.wikidata.org/entity/Q6041229,2944-2788,3560-2,,,1810,True,IPNI or ZooBank ID
Notes Pteridologiques,http://www.wikidata.org/entity/Q6045578,,8035-2,,,,,IPNI or ZooBank ID
Nova Guinea. Botany,http://www.wikidata.org/entity/Q6045891,0165-1552,14690-2,,,,,IPNI or ZooBank ID
Nova Guinea. Botany,http://www.wikidata.org/entity/Q6045891,0165-1552,14690-2,,,,,IPNI or ZooBank ID
Neues Magazin für Aerzte,http://www.wikidata.org/entity/Q6041231,,16746-2,,,,,IPNI or ZooBank ID
"Verhandelingen uitgegeeven door de hollandse maatschappy der weetenschappen, te Haarlem",http://www.wikidata.org/entity/Q6160596,,20055-2,,,,,IPNI or ZooBank ID
Verhandlungen des Botanischen Vereins der Provinz Brandenburg,http://www.wikidata.org/entity/Q6160598,0724-312X,823-2,,,1980,True,IPNI or ZooBank ID
Verslagen en Mededeelingen van de Afdeeling Natuurkunde; Koninklijke Akademie van Wetenschappen,http://www.wikidata.org/entity/Q6160669,,4798-2,,,,,IPNI or ZooBank ID
Sansevieria Journal,http://www.wikidata.org/entity/Q6217985,1062-8908,17811-2,,,,,IPNI or ZooBank ID
Compte Rendu de l'Association Francaise Pour l'Avancement des Sciences,http://www.wikidata.org/entity/Q5780218,2269-014X,6320-2,,,,,IPNI or ZooBank ID
Proceedings of the California Academy of Sciences,http://www.wikidata.org/entity/Q6087086,,1045-2,,S4210201159,1896,True,IPNI or ZooBank ID
Vollstandiges Pflanzensystem,http://www.wikidata.org/entity/Q6164706,,15126-2,,,,,IPNI or ZooBank ID
Transactions of the British Bryological Society,http://www.wikidata.org/entity/Q13548609,0068-1385,814-2,,S4210189543,1971,True,IPNI or ZooBank ID
Q21034213,http://www.wikidata.org/entity/Q21034213,,16875-2,,,,,IPNI or ZooBank ID
Annual report of the Board of Regents of the Smithsonian Institution,http://www.wikidata.org/entity/Q27722266,0096-4093,12255-2,,,1964,True,IPNI or ZooBank ID
Journal of botany,http://www.wikidata.org/entity/Q27723665,2090-0120,20025486-1,,S130687080,,,IPNI or ZooBank ID
Anales de la Sociedad de Biología de Bogotá,http://www.wikidata.org/entity/Q27721350,0365-6489,16006-2,,,1959,True,IPNI or ZooBank ID
Bulletin of the Florida Museum of Natural History,http://www.wikidata.org/entity/Q27722461,2373-9983,20060-2,,,,,IPNI or ZooBank ID
Australasian Journal of Pharmacy,http://www.wikidata.org/entity/Q27721482,0004-8399,18898-2,,S4363606425,,,IPNI or ZooBank ID
Journal of Tropical and Subtropical Botany,http://www.wikidata.org/entity/Q27723477,1005-3395,18261-2,,S4306554395,,,IPNI or ZooBank ID
Bulletin of the Florida Museum of Natural History,http://www.wikidata.org/entity/Q27722461,2373-9983,20060-2,,,,,IPNI or ZooBank ID
Ecologia Mediterranea : revue d'ecologie terrestre et limnique,http://www.wikidata.org/entity/Q27723074,0153-8756,2086-2,,S4210206189,,,IPNI or ZooBank ID
Ecologia Mediterranea : revue d'ecologie terrestre et limnique,http://www.wikidata.org/entity/Q27723074,0153-8756,2086-2,,S4306508618,,,IPNI or ZooBank ID
Pleione,http://www.wikidata.org/entity/Q27722379,0973-9467,20013447-2,,S4210192698,,,IPNI or ZooBank ID
Acta botanica Boreali-Occidentalia Sinica,http://www.wikidata.org/entity/Q27721266,1000-4025,1633-2,,S4306500284,,,IPNI or ZooBank ID
Acta botanica Boreali-Occidentalia Sinica,http://www.wikidata.org/entity/Q27721266,1000-4025,1633-2,,S4306557929,,,IPNI or ZooBank ID
Journal of Anhui Agricultural University,http://www.wikidata.org/entity/Q27722646,1672-352X,17208-2,,S4306547410,,,IPNI or ZooBank ID
Bulletin de la Société linnéenne de Provence,http://www.wikidata.org/entity/Q27721524,0373-0875,10545-2,,,,,IPNI or ZooBank ID
Journal of Anhui Agricultural University,http://www.wikidata.org/entity/Q27722646,1672-352X,17208-2,,S2764439992,,,IPNI or ZooBank ID
Ecologia Mediterranea : revue d'ecologie terrestre et limnique,http://www.wikidata.org/entity/Q27723074,0153-8756,2086-2,,S4210206189,,,IPNI or ZooBank ID
Ecologia Mediterranea : revue d'ecologie terrestre et limnique,http://www.wikidata.org/entity/Q27723074,0153-8756,2086-2,,S4306508618,,,IPNI or ZooBank ID
Journal of Tropical and Subtropical Botany,http://www.wikidata.org/entity/Q27723477,1005-3395,18261-2,,S2765025689,,,IPNI or ZooBank ID
Journal of botany,http://www.wikidata.org/entity/Q27723665,2090-0120,20025486-1,,S130687080,,,IPNI or ZooBank ID
Orquideología; Revista de la Sociedad Colombiana de Orquideología,http://www.wikidata.org/entity/Q9053247,0120-1433,2686-2,,S4306521688,,,IPNI or ZooBank ID
Sarawak Museum Journal,http://www.wikidata.org/entity/Q9074574,0375-3050,10976-2,,,,,IPNI or ZooBank ID
Bulletin de la Société d'histoire naturelle de Colmar,http://www.wikidata.org/entity/Q51407092,0374-0706,2913-2,,,1998,True,IPNI or ZooBank ID
Neues Magazin für die Liebhaber der Entomologie,http://www.wikidata.org/entity/Q51509326,,,5E51566A-0386-4002-A2F6-BFA9AA588274,,1787,True,IPNI or ZooBank ID
Mémoires de la Société d'Émulation du Doubs,http://www.wikidata.org/entity/Q51409448,1149-8730,6609-2,,,,,IPNI or ZooBank ID
Opredelitel' Rastenii Srednei Azii,http://www.wikidata.org/entity/Q9052694,,20001053-1,,,,,IPNI or ZooBank ID
Bulletin de la Société d'histoire naturelle de Colmar,http://www.wikidata.org/entity/Q51407092,0374-0706,2913-2,,,1998,True,IPNI or ZooBank ID
"Bulletin du Muséum national d'histoire naturelle. Section B, Adansonia",http://www.wikidata.org/entity/Q51412421,0240-8937,3421-2,,S4306505182,1996,True,IPNI or ZooBank ID
Revista de la Sociedad Colombiana de Orquideologia,http://www.wikidata.org/entity/Q9068485,,16773-2,,,,,IPNI or ZooBank ID
Queensland Naturalist,http://www.wikidata.org/entity/Q9065143,0079-8843,2780-2,,,,,IPNI or ZooBank ID
Hoya New,http://www.wikidata.org/entity/Q51402304,2329-7336,20017590-1,,,,,IPNI or ZooBank ID
Orchidea,http://www.wikidata.org/entity/Q9052777,,5711-2,,,,,IPNI or ZooBank ID
Waling-Waling Review,http://www.wikidata.org/entity/Q9095470,,18683-2,,,,,IPNI or ZooBank ID
Victoria Naturalist,http://www.wikidata.org/entity/Q9093440,,1204-2,,,,,IPNI or ZooBank ID
Mémoires de l'Academie Royale des Sciences,http://www.wikidata.org/entity/Q9048127,1120-1525,7172-2,,,,,IPNI or ZooBank ID
Plant Diversity and Resources,http://www.wikidata.org/entity/Q27723676,2095-0845,20012985-1,,S2764710825,2016,False,IPNI or ZooBank ID
Philosophical Transactions,http://www.wikidata.org/entity/Q913162,0261-0523,5399-2,,S4210177916,1886,True,IPNI or ZooBank ID
Bulletin international de l'Académie des sciences de Cracovie. Classe des sciences mathématiques et naturelles.,http://www.wikidata.org/entity/Q51406952,1897-0176,6226-2,,,1918,True,IPNI or ZooBank ID
Sitzungsberichte und Abhandlungen der Naturwissenschaftlichen Gesellschaft Isis in Dresden,http://www.wikidata.org/entity/Q51407025,0941-4673,5411-2,,,,,IPNI or ZooBank ID
Repertorium für die Pharmacie,http://www.wikidata.org/entity/Q9068086,0178-403X,8473-2,,,,,IPNI or ZooBank ID
Sarawak Museum Journal,http://www.wikidata.org/entity/Q9074574,0375-3050,10976-2,,,,,IPNI or ZooBank ID
Bulletin international de l'Académie des sciences de Cracovie. Classe des sciences mathématiques et naturelles.,http://www.wikidata.org/entity/Q51406952,1897-0176,6226-2,,,1909,True,IPNI or ZooBank ID
Opuscoli Scientifici,http://www.wikidata.org/entity/Q9052727,,6353-2,,,,,IPNI or ZooBank ID
Philosophical Transactions,http://www.wikidata.org/entity/Q913162,0261-0523,5399-2,,S4210214724,1886,True,IPNI or ZooBank ID
New Zealand Journal of Science,http://www.wikidata.org/entity/Q51510484,,,A52BEC48-F63D-47FB-8E20-5DE5BC494B3D,,,,IPNI or ZooBank ID
Philosophical Transactions,http://www.wikidata.org/entity/Q913162,0261-0523,5399-2,,S4210177916,1886,True,IPNI or ZooBank ID
Pittonia,http://www.wikidata.org/entity/Q9060159,,1035-2,,,1905,True,IPNI or ZooBank ID
Trudy Botaničeskago Muzeja Imperatorskoj Akademii Nauk,http://www.wikidata.org/entity/Q9090350,,4718-2,,,1916,True,IPNI or ZooBank ID
Philosophical Transactions,http://www.wikidata.org/entity/Q913162,0261-0523,5399-2,,S4210214724,1886,True,IPNI or ZooBank ID
West Australian Naturalist,http://www.wikidata.org/entity/Q9095769,,16793-2,,,,,IPNI or ZooBank ID
"Orquídea; Órgano Oficial de la Sociedad Mexicana ""Amigos de las Orquídeas""",http://www.wikidata.org/entity/Q9053260,0300-3701,3996-2,,S4306521687,,,IPNI or ZooBank ID
Natuurwetenschappelijk Tijdschrift voor Nederlandsch Indië,http://www.wikidata.org/entity/Q9048933,,20014156-1,,S4306520604,,,IPNI or ZooBank ID
National Cactus and Succulent Journal,http://www.wikidata.org/entity/Q9048884,0027-8858,2576-2,,,,,IPNI or ZooBank ID
Mémoires de la Société d'Émulation du Doubs,http://www.wikidata.org/entity/Q51409448,1149-8730,6609-2,,,,,IPNI or ZooBank ID
Schlechteriana; Zeitschrift für Orchideenkunde. Journal of Orchidology,http://www.wikidata.org/entity/Q9075125,0933-0712,6061-2,,,,,IPNI or ZooBank ID
Memorias del Museo de Paraná,http://www.wikidata.org/entity/Q59134808,,3678-2,,,,,IPNI or ZooBank ID
Orquideología; Revista de la Sociedad Colombiana de Orquideología,http://www.wikidata.org/entity/Q9053247,0120-1433,2686-2,,S4306521688,,,IPNI or ZooBank ID
Mittheilungen aus dem Königlichen Zoologischen Museum zu Dresden,http://www.wikidata.org/entity/Q51505495,0233-1306,,5D45A40B-2C8A-4F11-A4ED-5B7902B3280C,,1878,True,IPNI or ZooBank ID
National Cactus and Succulent Journal,http://www.wikidata.org/entity/Q9048884,0027-8858,2576-2,,,,,IPNI or ZooBank ID
Sitzungsberichte und Abhandlungen der Naturwissenschaftlichen Gesellschaft Isis in Dresden,http://www.wikidata.org/entity/Q51407025,0941-4673,5411-2,,,,,IPNI or ZooBank ID
