"kingdom","order","count"
"Bacteria","UBA7985","8"
"Bacteria","UBA8153","2"
"Bacteria","UBA817","4"
"Bacteria","UBA8231","9"
"Bacteria","UBA8260","16"
"Bacteria","UBA828","8"
"Bacteria","UBA8317","1"
"Bacteria","UBA8346","5"
"Bacteria","UBA8349","3"
"Bacteria","UBA8366","17"
"Bacteria","UBA8416","19"
"Bacteria","UBA8558","1"
"Bacteria","UBA8890","2"
"Bacteria","UBA8921","1"
"Bacteria","UBA920","24"
"Archaea","UBA9212","2"
"Bacteria","UBA9214","5"
"Bacteria","UBA9219","18"
"Bacteria","UBA9339","4"
"Bacteria","UBA9570","7"
"Bacteria","UBA9615","1"
"Bacteria","UBA9629","2"
"Bacteria","UBA9637","10"
"Bacteria","UBA9649","20"
"Bacteria","UBA9655","9"
"Bacteria","UBA9673","2"
"Bacteria","UBA9936","1"
"Bacteria","UBA995","2"
"Bacteria","UBA9968","20"
"Bacteria","UBA9983","35"
"Bacteria","UBA9983_A","451"
"Bacteria","UCB3","5"
"Fungi","Uleiellales","2"
"Plantae","Ulotrichales","89"
"Plantae","Ulvales","205"
"Bacteria","UM-FILTER-39-15","1"
"Bacteria","UM-FILTER-40-11","3"
"Bacteria","UM-FILTER-42-10","4"
"Bacteria","UM-FILTER-43-11","10"
"Bacteria","UM-FILTER-46-8","3"
"Fungi","Umbelopsidales","25"
"Fungi","Umbilicariales","211"
"Animalia","Umbraculida","17"
"Bacteria","UMGS1260","2"
"Bacteria","UMGS1810","19"
"Bacteria","UMGS1840","11"
"Bacteria","UMGS1883","26"
"Archaea","Undinarchaeales","4"
"Fungi","Unilacrymales","2"
"Animalia","Unionida","2828"
"Fungi","Urocystidales","343"
"Animalia","Uropygi","163"
"Chromista","Urostylida","449"
"Fungi","Ustilaginales","1141"
"Bacteria","UTPRO1","8"
"Chromista","Vaginulinida","3635"
"Plantae","Vahliales","5"
"Fungi","Valsariales","42"
"Animalia","Valvatida","1176"
"Bacteria","Vampirovibrionales","3"
"Animalia","Vampyromorpha","6"
"Protozoa","Vannellida","26"
"Chromista","Vaucheriales","53"
"Bacteria","VBWC01","1"
"Bacteria","Veblenbacterales","5"
"Bacteria","Veillonellales","67"
"Animalia","Velatida","168"
"Animalia","Venerida","4136"
"Fungi","Venturiales","711"
"Fungi","Vermiculariopsiellales","27"
"Animalia","Verongiida","110"
"Fungi","Verrucariales","1212"
"Bacteria","Verrucomicrobiales","126"
"Fungi","Vezdaeales","15"
"Bacteria","VFKW01","1"
"Bacteria","VGDZ01","1"
"Bacteria","VGKN01","1"
"Bacteria","VGLL01","1"
"Bacteria","VGOG01","1"
"Bacteria","Vicinamibacterales","86"
"Bacteria","Victivallales","102"
"Viruses","Vinavirales","4"
"Fungi","Violaceomycetales","1"
"Plantae","Vitales","1248"
"Bacteria","VMEV01","1"
"Plantae","Volvocales","487"
"Bacteria","VXMN01","2"
"Bacteria","VXOZ01","2"
"Bacteria","VXPW01","1"
"Archaea","WALJ01","1"
"Archaea","WALL01","3"
"Fungi","Wallemiales","10"
"Chromista","Watznaueriales","38"
"Plantae","Welwitschiales","6"
"Bacteria","WFRC01","1"
"Bacteria","WFUO01","1"
"Bacteria","WGAB01","2"
"Bacteria","WHTO01","1"
"Fungi","Wiesneriomycetales","17"
"Archaea","WJKC01","2"
"Bacteria","WLWR01","1"
"Archaea","Woesearchaeales","252"
"Bacteria","Woeseiales","28"
"Viruses","Wolframvirales","2"
"Bacteria","Woykebacterales","2"
"Bacteria","WQYP01","5"
"Bacteria","WRAU01","1"
"Bacteria","WRBN01","4"
"Bacteria","WRCU01","1"
"Bacteria","WRKU01","12"
"Bacteria","WRLR01","1"
"Bacteria","WSZJ01","6"
"Bacteria","WTKD01","1"
"Archaea","Wukongarchaeales","1"
"Bacteria","WVWN01","1"
"Bacteria","WVXJ01","3"
"Bacteria","WVXP01","1"
"Bacteria","WVXT01","2"
"Bacteria","WVZY01","2"
"Bacteria","Xanthomonadales","389"
"Bacteria","Xenobiales","11"
"Animalia","Xenosomata","4"
"Fungi","Xenospadicoidales","9"
"Animalia","Xiphosurida","70"
"Bacteria","XJ16","2"
"Bacteria","XN24","3"
"Bacteria","XYA2-FULL-43-10","4"
"Bacteria","XYB2-FULL-38-15","3"
"Bacteria","XYC2-FULL-46-14","9"
"Bacteria","XYD2-FULL-50-16","8"
"Fungi","Xylariales","4017"
"Fungi","Xylobotryales","9"
"Fungi","Xylonales","1"
"Bacteria","Zavarziniales","3"
"Animalia","Zeiformes","70"
"Fungi","Zeloasperisporiales","8"
"Plantae","Zingiberales","3464"
"Animalia","Zoantharia","535"
"Fungi","Zoopagales","226"
"Animalia","Zoraptera","64"
"Animalia","Zosterogrammida","4"
"Viruses","Zurhausenvirales","133"
"Animalia","Zygentoma","187"
"Plantae","Zygnematales","602"
"Chromista","Zygodiscales","14"
"Fungi","Zygophlyctidales","3"
"Plantae","Zygophyllales","344"
"Bacteria","Zymogeniales","3"
"Animalia",NULL,"96373"
"Archaea",NULL,"187"
"Bacteria",NULL,"2110"
"Chromista",NULL,"3267"
"Fungi",NULL,"6163"
"incertae sedis",NULL,"776"
"Plantae",NULL,"5786"
"Protozoa",NULL,"478"
"Viruses",NULL,"1539"
